replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Min,trainer/Policy Action Mean,trainer/Policy Action Std,trainer/Policy Action Max,trainer/Policy Action Min,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,exploration/env_infos/final/reward_run Mean,exploration/env_infos/final/reward_run Std,exploration/env_infos/final/reward_run Max,exploration/env_infos/final/reward_run Min,exploration/env_infos/initial/reward_run Mean,exploration/env_infos/initial/reward_run Std,exploration/env_infos/initial/reward_run Max,exploration/env_infos/initial/reward_run Min,exploration/env_infos/reward_run Mean,exploration/env_infos/reward_run Std,exploration/env_infos/reward_run Max,exploration/env_infos/reward_run Min,exploration/env_infos/final/reward_ctrl Mean,exploration/env_infos/final/reward_ctrl Std,exploration/env_infos/final/reward_ctrl Max,exploration/env_infos/final/reward_ctrl Min,exploration/env_infos/initial/reward_ctrl Mean,exploration/env_infos/initial/reward_ctrl Std,exploration/env_infos/initial/reward_ctrl Max,exploration/env_infos/initial/reward_ctrl Min,exploration/env_infos/reward_ctrl Mean,exploration/env_infos/reward_ctrl Std,exploration/env_infos/reward_ctrl Max,exploration/env_infos/reward_ctrl Min,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,evaluation/env_infos/final/reward_run Mean,evaluation/env_infos/final/reward_run Std,evaluation/env_infos/final/reward_run Max,evaluation/env_infos/final/reward_run Min,evaluation/env_infos/initial/reward_run Mean,evaluation/env_infos/initial/reward_run Std,evaluation/env_infos/initial/reward_run Max,evaluation/env_infos/initial/reward_run Min,evaluation/env_infos/reward_run Mean,evaluation/env_infos/reward_run Std,evaluation/env_infos/reward_run Max,evaluation/env_infos/reward_run Min,evaluation/env_infos/final/reward_ctrl Mean,evaluation/env_infos/final/reward_ctrl Std,evaluation/env_infos/final/reward_ctrl Max,evaluation/env_infos/final/reward_ctrl Min,evaluation/env_infos/initial/reward_ctrl Mean,evaluation/env_infos/initial/reward_ctrl Std,evaluation/env_infos/initial/reward_ctrl Max,evaluation/env_infos/initial/reward_ctrl Min,evaluation/env_infos/reward_ctrl Mean,evaluation/env_infos/reward_ctrl Std,evaluation/env_infos/reward_ctrl Max,evaluation/env_infos/reward_ctrl Min,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
1000000,0.021184405,0.022528496,62.469032,-62.44088,0.3193334,-61.093346,-64.822975,-62.43244,0.31304824,-61.16193,-64.742676,-62.45876,0.36799833,-60.135242,-65.19494,0.021184403,0.0854538,1.2313563,5.476759e-07,0.022528498,0.09912958,1.4831952,9.313226e-08,1.0,0.0,1.0,1.0,1047000,1047,1000.0,0.0,1000,1000,-0.5488618819878891,0.08580720901843193,0.4056091713376566,-0.8530590281688221,-548.8618819878899,0.0,-548.8618819878899,-548.8618819878899,0.9601491298905112,0.05901565596177087,1.0,0.6167362405882122,1,-548.8618819878899,0.019249590040687492,0.0,0.019249590040687492,0.019249590040687492,0.8504301549867077,0.0,0.8504301549867077,0.8504301549867077,0.006359637578973116,0.0829138584995814,0.9811351523493339,-0.28785176455149997,-0.544801370635332,0.0,-0.544801370635332,-0.544801370635332,-0.5251473293089916,0.0,-0.5251473293089916,-0.5251473293089916,-0.5552215195668623,0.02708693610054681,-0.43278237805806213,-0.6000000000000001,5230000,5230,1000.0,0.0,1000,1000,-0.5953445119533304,0.07451587445603787,0.8412149712446997,-1.0143494958470074,-595.3445119533415,0.5329865617390264,-594.6347315760822,-596.2459815370976,1.0,0.0,1.0,1.0,5,-595.3445119533415,0.0,0.0,0.0,0.0,0.9436183101590171,0.1377829361309376,1.0892490313775556,0.7073991655592254,0.004655488046669614,0.07451587445603787,1.4412149712446998,-0.4143494958470073,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004543467999610584,2.171421958000792,0.4325130569995963,0.018986698998560314,0.006947074998606695,5.833293843999854,8.46770610099702,8796.219037533998,1045
1000000,0.020731997,0.021121869,62.522675,-62.536438,0.29199073,-60.86271,-65.23781,-62.536068,0.2944744,-60.80018,-65.25726,-62.455006,0.3076717,-61.081,-64.92064,0.020731997,0.026671346,0.18177727,3.913883e-07,0.02112187,0.02893583,0.23458958,3.3620745e-07,1.0,0.0,1.0,1.0,1048000,1048,1000.0,0.0,1000,1000,-0.5525255321019245,0.0741997481958791,0.22606296951038485,-0.8701049780907452,-552.5255321019239,0.0,-552.5255321019239,-552.5255321019239,0.9621500116011124,0.0562072725119666,1.0,0.6360033762535156,1,-552.5255321019239,0.020480956109898973,0.0,0.020480956109898973,0.020480956109898973,0.7138904799169518,0.0,0.7138904799169518,0.7138904799169518,0.004809609282428517,0.07061462694340645,0.7931290807521335,-0.319296610443979,-0.5983303016928484,0.0,-0.5983303016928484,-0.5983303016928484,-0.5798753639073464,0.0,-0.5798753639073464,-0.5798753639073464,-0.5573351413843529,0.024839154672228594,-0.46262474609279247,-0.6000000000000001,5235000,5235,1000.0,0.0,1000,1000,-0.5946306360956684,0.08001412294900075,1.221674273955666,-1.041232869210555,-594.6306360956794,0.9817589298310432,-593.421470013372,-595.8868629971676,1.0,0.0,1.0,1.0,5,-594.6306360956794,0.0,0.0,0.0,0.0,0.9655441057524822,0.16034091798360633,1.2535544274211456,0.760921073275442,0.0053693639043316185,0.08001412294900073,1.8216742739556662,-0.44123286921055493,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004625820000001113,2.1606470110000373,0.4312496580005245,0.01971480199972575,0.006998424998528208,5.922176963000311,8.545412678999128,8804.767422811998,1046
1000000,0.018318556,0.01802146,62.45707,-62.388855,0.3996725,-58.880722,-64.79782,-62.38719,0.3896459,-59.133015,-64.83068,-62.4078,0.38575804,-59.205414,-64.88434,0.018318556,0.04441581,0.6286966,1.2585951e-07,0.018021464,0.04491843,0.63992554,1.7607817e-09,1.0,0.0,1.0,1.0,1049000,1049,1000.0,0.0,1000,1000,-0.5510325328843926,0.07547164986625438,0.44101517882899244,-0.8503712823084136,-551.0325328843928,0.0,-551.0325328843928,-551.0325328843928,0.9608412412821598,0.057067561874116546,1.0,0.6772506486505857,1,-551.0325328843928,-0.002118515634060847,0.0,-0.002118515634060847,-0.002118515634060847,0.8604935260018989,0.0,0.8604935260018989,0.8604935260018989,0.004851025655745907,0.07034781320344233,1.0393513076541367,-0.31569327660644464,-0.5807796805717172,0.0,-0.5807796805717172,-0.5807796805717172,-0.512401567327584,0.0,-0.512401567327584,-0.512401567327584,-0.5558835585401385,0.02613386247609816,-0.45799660361396877,-0.6000000000000001,5240000,5240,1000.0,0.0,1000,1000,-0.5952145723983753,0.07726429799422269,0.5858644057726359,-1.05147262611427,-595.2145723983865,0.9881880781973837,-593.8551542588801,-596.7306041981064,1.0,0.0,1.0,1.0,5,-595.2145723983865,0.0,0.0,0.0,0.0,1.0165249227552628,0.07968388485880472,1.0915481177556454,0.8632416464353095,0.004785427601624749,0.07726429799422269,1.185864405772636,-0.45147262611426986,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004576339000777807,2.1977661279997847,0.42712618200130237,0.018050689999654423,0.006898274001287064,5.684103726000103,8.33852133900291,8813.108929908001,1047
1000000,0.016755588,0.016233157,62.49434,-62.4823,0.3388492,-60.504692,-65.069374,-62.48088,0.3459779,-60.321606,-65.08148,-62.47426,0.3695525,-60.298172,-65.059586,0.016755588,0.060158167,0.93519783,4.980393e-07,0.01623316,0.05061699,0.7735092,1.0845397e-06,1.0,0.0,1.0,1.0,1050000,1050,1000.0,0.0,1000,1000,-0.5472314833157231,0.09508505484049413,0.6320159184800181,-1.0539033712925172,-547.2314833157236,0.0,-547.2314833157236,-547.2314833157236,0.9586579007363321,0.059718036702103405,1.0,0.5505277264132278,1,-547.2314833157236,-0.016873938169299496,0.0,-0.016873938169299496,-0.016873938169299496,1.1144341820784236,0.0,1.1144341820784236,1.1144341820784236,0.006323245415323752,0.09201157434345124,1.202518555278318,-0.4761748818612188,-0.5104108046817374,0.0,-0.5104108046817374,-0.5104108046817374,-0.5626203421318821,0.0,-0.5626203421318821,-0.5626203421318821,-0.5535547287310469,0.026137040193155485,-0.43984624482679796,-0.6000000000000001,5245000,5245,1000.0,0.0,1000,1000,-0.5954001152413719,0.0750887137243898,0.7165696191388202,-1.0405686890347479,-595.4001152413831,1.2054989039124626,-593.6418996790347,-597.1707380611685,1.0,0.0,1.0,1.0,5,-595.4001152413831,0.0,0.0,0.0,0.0,0.9846277743086105,0.09735020256003839,1.0925747854633954,0.8319451090697022,0.004599884758628085,0.07508871372438979,1.3165696191388203,-0.44056868903474766,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.0046483900005114265,2.172726740998769,0.4333248789989739,0.01964725900143094,0.006970805001401459,5.841718686999229,8.479036761000316,8821.591228473002,1048
1000000,0.016753506,0.015508025,62.519966,-62.46438,0.36204013,-61.31464,-65.15962,-62.464207,0.36048892,-61.28901,-65.15596,-62.49228,0.3949235,-61.203262,-65.581116,0.016753508,0.052408997,0.72870386,7.043127e-09,0.015508025,0.037829436,0.43684947,1.5847036e-08,1.0,0.0,1.0,1.0,1051000,1051,1000.0,0.0,1000,1000,-0.5506802892888213,0.07813812412372338,0.23734397381644812,-0.9315892735507918,-550.6802892888215,0.0,-550.6802892888215,-550.6802892888215,0.9608732196265168,0.058379121656461176,1.0,0.6172498594478957,1,-550.6802892888215,-0.022547588845648336,0.0,-0.022547588845648336,-0.022547588845648336,0.6797058560756205,0.0,0.6797058560756205,0.6797058560756205,0.005330990335663688,0.07341187983249246,0.786128692492137,-0.39217908561081205,-0.569611543504705,0.0,-0.569611543504705,-0.569611543504705,-0.5312113505060542,0.0,-0.5312113505060542,-0.5312113505060542,-0.556011279624485,0.026372654004729778,-0.4561647215679406,-0.6000000000000001,5250000,5250,1000.0,0.0,1000,1000,-0.5954086402668013,0.07678314993414144,1.1241274465683413,-1.0428791830161661,-595.4086402668124,1.219915134302528,-593.1934009048662,-596.8016942514254,1.0,0.0,1.0,1.0,5,-595.4086402668124,0.0,0.0,0.0,0.0,1.060985319179843,0.16928942899981494,1.2970259038333265,0.7852013698751211,0.004591359733198689,0.07678314993414144,1.7241274465683414,-0.442879183016166,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004632840000340366,2.180018312001266,0.4317067739993945,0.018620787999680033,0.006970285001443699,5.818883496000126,8.46083249500225,8830.055100995998,1049
1000000,0.017842142,0.015224934,62.536777,-62.44121,0.304082,-60.314804,-65.152435,-62.44696,0.29823196,-60.63708,-65.15439,-62.46295,0.28264672,-61.425465,-65.124306,0.017842142,0.08195725,1.2335669,1.9244908e-07,0.015224934,0.048550807,0.62154853,1.4551915e-09,1.0,0.0,1.0,1.0,1052000,1052,1000.0,0.0,1000,1000,-0.551066454508371,0.08195558916701208,0.27041843453363945,-0.9542733844463507,-551.0664545083711,0.0,-551.0664545083711,-551.0664545083711,0.9605485949265864,0.058351155653996276,1.0,0.5934715843604113,1,-551.0664545083711,-0.013494282092752496,0.0,-0.013494282092752496,-0.013494282092752496,0.4311592816633186,0.0,0.4311592816633186,0.4311592816633186,0.004568621840586721,0.07737726253763104,0.78938438074884,-0.41543319977360244,-0.5923203651786293,0.0,-0.5923203651786293,-0.5923203651786293,-0.5163417992204361,0.0,-0.5163417992204361,-0.5163417992204361,-0.5556350763489577,0.025722013011022716,-0.45365845463479915,-0.6000000000000001,5255000,5255,1000.0,0.0,1000,1000,-0.5963808133566582,0.06766423761812129,0.8437440324541785,-1.0276734287413378,-596.3808133566694,1.0374938367699988,-595.050073647935,-597.8082413426725,1.0,0.0,1.0,1.0,5,-596.3808133566694,0.0,0.0,0.0,0.0,0.9441764041065308,0.0760720921938773,1.0360897718199675,0.8303994714090307,0.0036191866433418,0.06766423761812129,1.4437440324541786,-0.4276734287413378,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004581298999255523,2.1563732380000147,0.43106395700124267,0.016445146000478417,0.006967022998651373,5.859082123999542,8.474512786999185,8838.532666139994,1050
1000000,0.012750577,0.012963777,62.51752,-62.440865,0.19303183,-62.24361,-64.8028,-62.444473,0.18456648,-62.276676,-64.73015,-62.45626,0.23264396,-62.15223,-65.146965,0.012750577,0.024960767,0.2213173,9.76157e-07,0.0129637765,0.02562671,0.21858008,1.8253922e-07,1.0,0.0,1.0,1.0,1053000,1053,1000.0,0.0,1000,1000,-0.5510094230930441,0.06837786832191149,0.3946962530306566,-0.8569494825549434,-551.0094230930441,0.0,-551.0094230930441,-551.0094230930441,0.9598693738618551,0.059462179173054915,1.0,0.6242622714255962,1,-551.0094230930441,-0.007195212861977884,0.0,-0.007195212861977884,-0.007195212861977884,0.8092523365246098,0.0,0.8092523365246098,0.8092523365246098,0.003921556284930887,0.06354594909665481,0.9343314593484489,-0.2925221387797433,-0.5697767077060022,0.0,-0.5697767077060022,-0.5697767077060022,-0.5486313871988803,0.0,-0.5486313871988803,-0.5486313871988803,-0.5549309793779751,0.026660512152331336,-0.4453550313264927,-0.6000000000000001,5260000,5260,1000.0,0.0,1000,1000,-0.595840341036873,0.07233823277697367,0.6086977483731175,-0.9830058657134018,-595.8403410368841,1.437689096298076,-593.893239672712,-598.1564889346679,1.0,0.0,1.0,1.0,5,-595.8403410368841,0.0,0.0,0.0,0.0,0.9509649070483978,0.11696452536088543,1.1509193408149603,0.7889413020485458,0.004159658963127046,0.07233823277697367,1.2086977483731176,-0.38300586571340167,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004545898000287707,2.1580286339994927,0.439177391001067,0.017400582999471226,0.006841829999757465,5.822706967001068,8.448701303001144,8846.984337680991,1051
1000000,0.024971152,0.025017425,62.592537,-62.41325,0.33304358,-59.918125,-65.22059,-62.413372,0.33468103,-59.934097,-65.21058,-62.49337,0.3324321,-61.11662,-65.30481,0.024971152,0.09348154,1.4363878,2.5355257e-07,0.025017425,0.091136694,1.3983579,2.6906491e-08,1.0,0.0,1.0,1.0,1054000,1054,1000.0,0.0,1000,1000,-0.5494812128777901,0.07425100378725158,0.2785576790727541,-1.0091341535467917,-549.4812128777902,0.0,-549.4812128777902,-549.4812128777902,0.9589320805836241,0.059194799538253254,1.0,0.6549275449915073,1,-549.4812128777902,-0.036492365283354866,0.0,-0.036492365283354866,-0.036492365283354866,0.8383949014565861,0.0,0.8383949014565861,0.8383949014565861,0.00435164280109735,0.06913262538902637,0.8623654325755181,-0.4140328266655946,-0.5142462243464535,0.0,-0.5142462243464535,-0.5142462243464535,-0.599348419208591,0.0,-0.599348419208591,-0.599348419208591,-0.5538328556788873,0.025838242769577056,-0.44822850385255625,-0.6000000000000001,5265000,5265,1000.0,0.0,1000,1000,-0.5958656459837667,0.0729533657474788,0.8695923159549055,-1.035887618643669,-595.8656459837777,0.8741581809508162,-594.9371339730236,-597.2832679000318,1.0,0.0,1.0,1.0,5,-595.8656459837777,0.0,0.0,0.0,0.0,0.9211765478358493,0.1585281553231102,1.2274704210701453,0.7807098512206769,0.004134354016233439,0.0729533657474788,1.4695923159549056,-0.4358876186436689,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004536887001449941,2.1704098480004177,0.4332306529995549,0.019437221000771387,0.006875101998957689,5.90080163499988,8.535291346001031,8855.522743884992,1052
1000000,0.018866422,0.018464936,62.498436,-62.450127,0.27143914,-60.521103,-64.7086,-62.454967,0.26636565,-60.47755,-64.68668,-62.448517,0.30974448,-60.28695,-64.721794,0.018866424,0.04673986,0.6229809,1.728913e-07,0.018464936,0.051694963,0.73242086,4.8201764e-07,1.0,0.0,1.0,1.0,1055000,1055,1000.0,0.0,1000,1000,-0.551285574041156,0.0698446581549865,0.22846367502001164,-0.9027949861799706,-551.2855740411561,0.0,-551.2855740411561,-551.2855740411561,0.9602671931359178,0.05797226558751027,1.0,0.5272786554419664,1,-551.2855740411561,0.038424513316912545,0.0,0.038424513316912545,0.038424513316912545,0.6981872003135003,0.0,0.6981872003135003,0.6981872003135003,0.003998745433133604,0.06490666880095372,0.8043159101760677,-0.32561364100949564,-0.5607148509601037,0.0,-0.5607148509601037,-0.5607148509601037,-0.5562367657242253,0.0,-0.5562367657242253,-0.5562367657242253,-0.5552843194742897,0.027009431267524676,-0.44725085533157494,-0.6000000000000001,5270000,5270,1000.0,0.0,1000,1000,-0.5957157115019976,0.07165890382194914,0.5796758958638417,-1.0240700609286453,-595.7157115020088,1.0675353000228403,-593.5960989715124,-596.4262895038406,1.0,0.0,1.0,1.0,5,-595.7157115020088,0.0,0.0,0.0,0.0,0.9763860695610109,0.08557045979100243,1.1185122296453103,0.8584648462192208,0.004284288498002378,0.07165890382194914,1.1796758958638418,-0.4240700609286452,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004548046999843791,2.1587647829983325,0.4206713219991798,0.016177198000150383,0.006904900999870733,5.8137116319994675,8.420777882996845,8863.94676318999,1053
1000000,0.019566573,0.018951856,62.499447,-62.400543,0.34835297,-60.300335,-64.91519,-62.39643,0.34615475,-60.108562,-64.85392,-62.47357,0.36717266,-59.942436,-64.95312,0.019566573,0.02905587,0.17873892,2.0954758e-07,0.018951854,0.02689018,0.17570701,1.14087015e-08,1.0,0.0,1.0,1.0,1056000,1056,1000.0,0.0,1000,1000,-0.5503584585454401,0.0820094509388567,0.24559270338978356,-0.9630513579796917,-550.3584585454396,0.0,-550.3584585454396,-550.3584585454396,0.9610491976111757,0.05778016081442741,1.0,0.6079241931718069,1,-550.3584585454396,0.01944350193929023,0.0,0.01944350193929023,0.01944350193929023,0.7838877044601317,0.0,0.7838877044601317,0.7838877044601317,0.0058140057822554415,0.07903914798238883,0.8440303035317631,-0.385923055696048,-0.5812200172095631,0.0,-0.5812200172095631,-0.5812200172095631,-0.5501517799461694,0.0,-0.5501517799461694,-0.5501517799461694,-0.5561724643276955,0.026411710640485652,-0.4286758571090912,-0.6000000000000001,5275000,5275,1000.0,0.0,1000,1000,-0.5961292185003751,0.06889220739054626,0.3485902603988329,-1.017085330235068,-596.1292185003863,0.9887431940697383,-594.9821766096177,-597.3737033687513,1.0,0.0,1.0,1.0,5,-596.1292185003863,0.0,0.0,0.0,0.0,0.8244516853800133,0.04166243165349926,0.8814276571924939,0.7538622179409454,0.0038707814996249,0.06889220739054626,0.948590260398833,-0.417085330235068,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004526425998847117,2.132084606000717,0.432546796000679,0.017480412001532386,0.00690570100050536,5.84601120500156,8.43955514600384,8872.389428174994,1054
1000000,0.013623121,0.0141267,62.511692,-62.469566,0.37179476,-58.994534,-65.111404,-62.47162,0.36247987,-59.15795,-65.10003,-62.475166,0.39174113,-58.69849,-65.09105,0.01362312,0.023480998,0.20926479,1.0845397e-06,0.0141267,0.026113246,0.2111046,8.381903e-09,1.0,0.0,1.0,1.0,1057000,1057,1000.0,0.0,1000,1000,-0.5486423494225042,0.08714203504918538,0.6743151186258318,-0.9151783621175534,-548.6423494225038,0.0,-548.6423494225038,-548.6423494225038,0.9594365469280584,0.05896674556748769,1.0,0.6575481866650732,1,-548.6423494225038,-0.013453483504236585,0.0,-0.013453483504236585,-0.013453483504236585,1.1332929075170264,0.0,1.1332929075170264,1.1332929075170264,0.005754989375930059,0.08267464893839047,1.1332929075170264,-0.31880562086822994,-0.5136055748488837,0.0,-0.5136055748488837,-0.5136055748488837,-0.5662905978364989,0.0,-0.5662905978364989,-0.5662905978364989,-0.5543973387984342,0.026331067566880244,-0.44936349825589644,-0.6000000000000001,5280000,5280,1000.0,0.0,1000,1000,-0.5959664473463742,0.07173930873848718,0.5616875041031897,-1.0062713184144443,-595.9664473463854,1.388976860145886,-594.0978447805982,-598.140451080906,1.0,0.0,1.0,1.0,5,-595.9664473463854,0.0,0.0,0.0,0.0,0.89175642179834,0.17171474043677254,1.0898874486595322,0.6368147771109417,0.004033552653625808,0.07173930873848718,1.1616875041031898,-0.40627131841444425,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004588496998621849,2.1442463800012774,0.42726545600089594,0.0187859159996151,0.006870429999253247,5.7980144760003895,8.399771155000053,8880.792287186992,1055
1000000,0.018791161,0.018628221,62.512527,-62.426727,0.16910984,-61.949516,-64.6531,-62.42896,0.16829388,-61.97622,-64.64647,-62.47139,0.21450615,-61.87697,-64.82842,0.018791161,0.03359715,0.2259607,9.094947e-09,0.018628221,0.033291522,0.22323447,1.1787051e-09,1.0,0.0,1.0,1.0,1058000,1058,1000.0,0.0,1000,1000,-0.5483855479789411,0.10065915256972295,0.6432997757668032,-1.0357962443393376,-548.3855479789412,0.0,-548.3855479789412,-548.3855479789412,0.9606775583121254,0.05727048822102596,1.0,0.6562248027258046,1,-548.3855479789412,0.022908661169070976,0.0,0.022908661169070976,0.022908661169070976,1.2101162085589656,0.0,1.2101162085589656,1.2101162085589656,0.007323219940432044,0.09788387358397176,1.2101162085589656,-0.48415754909384434,-0.5935746227363776,0.0,-0.5935746227363776,-0.5935746227363776,-0.5732832370597046,0.0,-0.5732832370597046,-0.5732832370597046,-0.5557087679193733,0.02552394588669086,-0.43596232341304414,-0.6000000000000001,5285000,5285,1000.0,0.0,1000,1000,-0.596309407611226,0.06976760563345745,0.47921141651065025,-1.039955199722718,-596.3094076112372,0.7133927245845232,-595.3103273554806,-597.3613154795179,1.0,0.0,1.0,1.0,5,-596.3094076112372,0.0,0.0,0.0,0.0,0.8829940105599201,0.10272279767793151,1.031228328545191,0.7375566906464098,0.003690592388774004,0.06976760563345745,1.0792114165106503,-0.439955199722718,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.00460780699904717,2.1362818960005825,0.43042748300103995,0.016378089001591434,0.006874000000607339,5.752525398000216,8.347094673003085,8889.142488468995,1056
1000000,0.013553724,0.013798624,62.557144,-62.498478,0.3000824,-60.798187,-64.85489,-62.49543,0.30440006,-60.803005,-64.93091,-62.497433,0.30834547,-60.607895,-64.79213,0.013553724,0.020501446,0.16044404,9.094947e-09,0.013798624,0.020888899,0.16621584,2.8946088e-06,1.0,0.0,1.0,1.0,1059000,1059,1000.0,0.0,1000,1000,-0.549177453000326,0.09227093416118884,0.45618754377792925,-1.0172331729308564,-549.1774530003264,0.0,-549.1774530003264,-549.1774530003264,0.9604271781282098,0.05850478506972469,1.0,0.6345575475930443,1,-549.1774530003264,-0.021708219817335728,0.0,-0.021708219817335728,-0.021708219817335728,0.9400751495939725,0.0,0.9400751495939725,0.9400751495939725,0.006328451617696291,0.08896462073271862,1.0323512681304425,-0.47980148048857085,-0.5455719348676891,0.0,-0.5455719348676891,-0.5455719348676891,-0.5359490272585271,0.0,-0.5359490272585271,-0.5359490272585271,-0.5555059046180222,0.027275072109963487,-0.43328682605950863,-0.6000000000000001,5290000,5290,1000.0,0.0,1000,1000,-0.5951127773754724,0.07673947239794947,0.6305978325168036,-1.020581698604305,-595.1127773754836,0.23327516886558539,-594.8278031207608,-595.5366679584994,1.0,0.0,1.0,1.0,5,-595.1127773754836,0.0,0.0,0.0,0.0,0.9896908301387703,0.09370499685520842,1.1009610126510283,0.8281180064290298,0.004887222624527585,0.07673947239794945,1.2305978325168037,-0.42058169860430483,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004548376999082393,2.1425638110013097,0.4289059940001607,0.018760992999887094,0.006849557999885292,5.808879145000901,8.410507878001226,8897.556161977995,1057
